Frame ID,csi_1real,csi_1imag,csi_2real,csi_2imag,csi_3real,csi_3imag,csi_4real,csi_4imag,csi_5real,csi_5imag,csi_6real,csi_6imag,csi_7real,csi_7imag,csi_8real,csi_8imag,csi_9real,csi_9imag,csi_10real,csi_10imag,csi_11real,csi_11imag,csi_12real,csi_12imag,csi_13real,csi_13imag,csi_14real,csi_14imag,csi_15real,csi_15imag,csi_16real,csi_16imag,csi_17real,csi_17imag,csi_18real,csi_18imag,csi_19real,csi_19imag,csi_20real,csi_20imag,csi_21real,csi_21imag,csi_22real,csi_22imag,csi_23real,csi_23imag,csi_24real,csi_24imag,csi_25real,csi_25imag,csi_26real,csi_26imag,csi_27real,csi_27imag,csi_28real,csi_28imag,csi_29real,csi_29imag,csi_30real,csi_30imag,csi_31real,csi_31imag,csi_32real,csi_32imag,csi_33real,csi_33imag,csi_34real,csi_34imag,csi_35real,csi_35imag,csi_36real,csi_36imag,csi_37real,csi_37imag,csi_38real,csi_38imag,csi_39real,csi_39imag,csi_40real,csi_40imag,csi_41real,csi_41imag,csi_42real,csi_42imag,csi_43real,csi_43imag,csi_44real,csi_44imag,csi_45real,csi_45imag,csi_46real,csi_46imag,csi_47real,csi_47imag,csi_48real,csi_48imag,csi_49real,csi_49imag,csi_50real,csi_50imag,csi_51real,csi_51imag,csi_52real,csi_52imag,csi_53real,csi_53imag,csi_54real,csi_54imag,csi_55real,csi_55imag,csi_56real,csi_56imag,csi_57real,csi_57imag,csi_58real,csi_58imag,csi_59real,csi_59imag,csi_60real,csi_60imag,csi_61real,csi_61imag,csi_62real,csi_62imag,csi_63real,csi_63imag,csi_64real,csi_64imag,csi_65real,csi_65imag,csi_66real,csi_66imag,csi_67real,csi_67imag,csi_68real,csi_68imag,csi_69real,csi_69imag,csi_70real,csi_70imag,csi_71real,csi_71imag,csi_72real,csi_72imag,csi_73real,csi_73imag,csi_74real,csi_74imag,csi_75real,csi_75imag,csi_76real,csi_76imag,csi_77real,csi_77imag,csi_78real,csi_78imag,csi_79real,csi_79imag,csi_80real,csi_80imag,csi_81real,csi_81imag,csi_82real,csi_82imag,csi_83real,csi_83imag,csi_84real,csi_84imag,csi_85real,csi_85imag,csi_86real,csi_86imag,csi_87real,csi_87imag,csi_88real,csi_88imag,csi_89real,csi_89imag,csi_90real,csi_90imag,csi_91real,csi_91imag,csi_92real,csi_92imag,csi_93real,csi_93imag,csi_94real,csi_94imag,csi_95real,csi_95imag,csi_96real,csi_96imag,csi_97real,csi_97imag,csi_98real,csi_98imag,csi_99real,csi_99imag,csi_100real,csi_100imag,csi_101real,csi_101imag,csi_102real,csi_102imag,csi_103real,csi_103imag,csi_104real,csi_104imag,csi_105real,csi_105imag,csi_106real,csi_106imag,csi_107real,csi_107imag,csi_108real,csi_108imag,csi_109real,csi_109imag,csi_110real,csi_110imag,csi_111real,csi_111imag,csi_112real,csi_112imag,csi_113real,csi_113imag,csi_114real,csi_114imag,csi_115real,csi_115imag,csi_116real,csi_116imag,csi_117real,csi_117imag,csi_118real,csi_118imag,csi_119real,csi_119imag,csi_120real,csi_120imag,csi_121real,csi_121imag,csi_122real,csi_122imag,csi_123real,csi_123imag,csi_124real,csi_124imag,csi_125real,csi_125imag,csi_126real,csi_126imag,csi_127real,csi_127imag,csi_128real,csi_128imag,channel,distance
189,30,-32,1,0,0,0,0,0,0,0,2,-4,10,-13,11,-12,12,-11,13,-11,13,-11,13,-10,14,-10,14,-10,14,-10,15,-10,15,-10,16,-10,16,-10,16,-9,15,-10,15,-10,15,-10,15,-10,15,-10,14,-10,14,-10,15,-11,14,-11,15,-12,15,-12,15,-12,7,-7,14,-13,14,-13,14,-13,14,-13,14,-13,13,-14,13,-14,12,-14,12,-14,12,-15,12,-15,12,-15,12,-16,12,-16,11,-16,11,-16,12,-16,11,-16,11,-16,11,-16,11,-15,11,-15,11,-15,12,-15,11,-14,12,-14,3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-6,13,-24,14,-25,16,-24,19,-24,21,-24,22,-23,23,-24,24,-24,26,-22,26,-21,25,-21,26,-23,27,-24,28,-23,28,-22,29,-22,29,-21,27,-21,26,-22,27,-23,28,-23,28,-22,27,-22,27,-23,27,-25,26,-25,25,-25,24,-24,12,-12,25,-26,25,-27,25,-28,24,-28,24,-29,23,-28,23,-29,22,-29,22,-29,22,-30,22,-31,21,-32,21,-32,21,-32,21,-32,20,-32,20,-33,20,-32,20,-31,21,-32,20,-31,21,-31,21,-30,22,-29,21,-27,22,-25,22,-25,22,-24,5,-6,0,0,0,0,1,185
190,30,-32,1,0,24,1,24,1,24,1,23,0,23,0,23,-1,23,-2,24,-2,24,-3,24,-3,24,-4,24,-4,24,-5,25,-6,25,-6,24,-5,24,-5,24,-5,24,-5,25,-4,25,-4,25,-3,26,-2,25,0,25,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17,3,17,4,17,5,17,6,17,7,17,7,17,7,17,8,17,8,18,8,18,8,18,8,18,7,19,8,19,8,19,7,19,7,19,7,19,6,20,6,21,5,21,5,21,4,22,3,22,3,22,3,13,0,45,3,46,2,46,2,46,1,46,0,46,-2,45,-3,46,-4,46,-5,46,-6,46,-7,46,-8,47,-9,47,-10,47,-10,47,-10,47,-10,47,-10,47,-10,48,-10,49,-9,49,-8,50,-7,50,-5,49,-1,48,2,46,7,44,12,7,2,1,1,-1,-1,-1,0,-1,-1,1,-1,5,-1,30,-2,31,1,33,5,34,7,34,9,33,11,33,12,33,13,33,14,33,14,33,15,34,15,35,16,36,15,36,15,37,15,37,15,38,14,38,13,39,12,39,11,39,10,4,0,10,41,9,42,7,43,6,44,5,45,1,185
191,30,-32,1,0,0,0,0,0,0,0,1,-8,8,-32,10,-31,12,-30,13,-30,15,-29,15,-29,15,-28,15,-27,15,-27,16,-26,16,-26,16,-26,16,-26,16,-26,16,-25,16,-24,15,-24,15,-24,14,-23,14,-23,13,-23,12,-23,11,-22,10,-22,10,-22,9,-23,4,-12,9,-22,9,-22,7,-21,7,-21,7,-22,6,-21,5,-21,4,-21,3,-21,3,-20,2,-20,2,-20,2,-20,1,-20,1,-19,1,-19,1,-18,1,-18,1,-17,0,-17,0,-16,0,-16,0,-16,0,-16,1,-15,1,-15,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-16,12,-61,15,-61,20,-60,24,-58,27,-57,29,-56,31,-54,32,-51,32,-49,33,-48,34,-48,34,-47,34,-47,35,-47,36,-45,36,-45,34,-44,34,-44,32,-44,31,-43,31,-42,31,-41,29,-42,27,-44,27,-44,25,-43,23,-42,20,-40,10,-21,19,-42,16,-42,15,-41,16,-41,15,-41,15,-39,14,-39,13,-39,11,-37,8,-37,8,-37,8,-38,6,-38,6,-37,6,-36,4,-35,3,-34,2,-33,1,-33,3,-32,4,-31,3,-31,3,-31,3,-30,3,-29,4,-27,5,-26,5,-25,1,-6,0,0,0,0,1,250
192,124,-64,7,0,1,23,0,22,1,21,1,21,2,21,3,20,3,20,4,19,5,19,5,19,5,18,5,18,6,17,6,17,6,16,6,16,6,15,6,16,6,16,5,16,5,16,4,16,4,1,5,3,14,3,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,28,-1,28,-4,27,-6,27,-7,27,-7,26,-8,25,-8,25,-8,25,-9,24,-9,24,-8,24,-8,25,-7,24,-7,24,-7,24,-6,23,-6,23,-5,23,-4,23,-4,23,-3,23,-3,23,-3,23,-2,23,-1,22,2,15,6,43,5,43,6,42,6,41,7,40,8,39,9,38,10,37,12,36,13,35,14,35,15,34,16,34,16,33,17,32,17,31,17,31,16,30,15,30,14,30,14,29,14,29,13,29,11,29,9,28,7,27,4,27,3,26,0,9,-1,2,-1,-1,-2,-4,-1,-2,2,5,6,18,17,50,13,50,9,51,3,52,-1,53,-4,54,-6,54,-6,53,-7,52,-7,51,-8,50,-8,49,-8,49,-8,49,-8,49,-8,48,-7,48,-7,47,-6,47,-5,46,-4,46,-3,45,-2,45,-1,45,1,45,3,45,5,44,6,1,250
193,82,32,5,0,0,0,0,0,0,0,-8,1,-30,7,-31,5,-31,4,-30,2,-30,1,-29,0,-28,0,-28,0,-28,-1,-27,-1,-26,-1,-26,-2,-27,-2,-27,-2,-26,-1,-25,-1,-24,0,-23,0,-23,0,-23,1,-22,1,-22,2,-22,2,-22,3,-21,3,-20,5,-10,2,-19,4,-19,5,-18,5,-17,6,-16,7,-15,6,-15,7,-14,7,-14,7,-14,8,-13,8,-13,8,-12,8,-11,8,-11,8,-10,8,-10,8,-9,8,-9,8,-8,8,-8,8,-8,7,-8,7,-8,6,-7,6,-7,6,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12,8,-46,34,-50,29,-53,26,-56,24,-55,21,-55,18,-56,17,-56,15,-55,14,-54,13,-53,11,-52,11,-52,12,-52,12,-52,10,-51,8,-49,8,-48,10,-46,11,-45,9,-44,8,-43,9,-41,9,-39,10,-39,11,-39,12,-37,14,-36,17,-18,9,-34,17,-31,17,-30,17,-29,17,-29,18,-29,18,-28,19,-26,17,-24,18,-24,20,-24,22,-22,21,-2,0,21,-18,20,-17,19,-17,19,-16,20,-16,20,-15,19,-13,18,-13,18,-12,18,-12,17,-13,16,-12,14,-10,13,-10,12,-11,11,-3,2,0,0,0,1,250
194,116,64,7,0,16,17,15,16,15,15,15,14,15,13,15,12,15,11,15,11,15,10,15,10,15,10,16,9,15,8,15,8,15,7,15,7,15,7,15,7,14,7,14,7,13,8,13,8,12,8,11,8,11,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,21,23,20,25,18,26,15,27,14,27,14,27,13,27,12,27,11,27,11,27,10,27,10,27,9,26,10,26,11,26,12,24,12,23,12,22,12,22,1,2,22,13,21,14,20,14,19,15,19,15,18,16,18,13,9,38,27,36,25,35,23,35,21,35,21,36,21,35,19,34,17,34,15,35,14,35,13,35,13,34,13,33,11,33,10,32,9,32,10,32,10,32,10,31,10,30,9,29,10,28,1,1,27,12,25,13,23,14,21,15,20,16,7,5,2,2,-1,-1,-4,-2,-2,-2,6,1,20,8,55,25,54,30,51,36,48,41,45,43,42,44,40,44,39,44,36,44,35,46,34,46,33,46,33,46,32,46,32,47,32,46,32,45,32,43,32,40,32,38,32,37,32,35,34,34,34,32,35,31,36,30,36,29,1,250
195,116,64,7,0,0,0,0,0,0,0,0,7,3,31,2,32,0,32,-2,31,-3,31,-3,31,-4,31,-4,30,-4,30,-4,29,-4,29,-5,28,-5,28,-5,28,-5,27,-4,26,-3,25,-3,25,-3,25,-3,24,-2,24,-2,23,0,23,1,22,1,22,1,22,1,11,2,21,3,21,3,20,3,19,4,19,5,18,5,18,5,17,6,16,6,15,7,15,7,15,8,14,8,14,8,13,7,13,7,13,8,12,8,12,7,11,7,11,7,10,7,10,7,10,6,10,6,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,31,4,31,2,31,0,31,-2,31,-4,30,-5,30,-5,30,-5,29,-6,28,-7,27,-7,26,-7,27,-7,28,-7,28,-7,27,-6,26,-6,25,-6,24,-6,24,-5,24,-4,24,-3,23,-2,2,3,-2,22,-2,23,-2,22,-1,21,-1,10,0,19,0,19,1,20,1,20,2,19,3,18,4,18,4,16,4,16,5,16,6,16,6,16,5,14,5,14,6,14,6,14,6,13,6,13,6,12,6,11,5,11,5,11,5,10,4,10,4,11,4,10,3,9,2,9,0,2,0,0,0,1,250
196,116,64,7,0,0,0,0,0,0,0,-6,-7,-20,-28,-19,-28,-17,-28,-15,-28,-14,-29,-14,-29,-13,-29,-12,-29,-11,-29,-11,-29,-12,-28,-12,-28,-11,-28,-11,-27,-10,-27,-10,-26,-11,-25,-10,-25,-10,-24,-11,-23,-12,-23,-12,-22,-12,-21,-13,-20,-13,-20,-13,-19,-7,-9,-13,-18,-13,-17,-14,-16,-14,-16,-14,-15,-14,-14,-14,-14,-15,-1,3,-15,-11,-16,-11,-15,-11,-14,-11,-14,-10,-15,-10,-15,-9,-15,-9,-14,-8,-14,-8,-14,-8,-13,-7,-13,-7,-13,-7,-12,-6,-12,-6,-11,-6,-10,-6,-3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,-12,-39,-47,-36,-52,-32,-56,-27,-58,-24,-58,-21,-58,-18,-59,-19,-60,-16,-62,-14,-59,-12,-56,-9,-59,-9,-60,-11,-58,-14,-58,-17,-56,-15,-54,-14,-53,-13,-49,-13,-47,-14,-46,-15,-46,-15,-45,-1,8,-44,-20,-44,-19,-45,-20,-44,-20,-39,-10,-19,-21,-38,-23,-38,-24,-34,-22,-32,-21,-32,-22,-29,-23,-27,-25,-26,-27,-25,-27,-25,-26,-25,-25,-24,-26,-22,-26,-20,-27,-21,-26,-22,-25,-1,8,-25,-16,-24,-17,-22,-18,-22,-15,-22,-14,-21,-16,-19,-15,-18,-15,-19,-16,-17,-17,-14,-16,-4,-4,0,1,250
197,116,64,7,0,0,0,0,0,0,0,-2,-6,-7,-24,-6,-23,-5,-24,-4,-24,-3,-23,-2,-23,-2,-23,-2,-22,-2,-22,-2,-22,-1,-22,-1,-22,-1,-22,-1,-2,2,-1,-21,-1,-21,-2,-20,-2,-20,-2,-20,-2,-19,-3,-19,-3,-18,-4,-17,-4,-18,-4,-18,-5,-17,-3,-9,-5,-16,-5,-16,-5,-15,-5,-15,-6,-14,-6,-14,-6,-14,-7,-13,-7,-12,-7,-12,-7,-11,-7,-11,-7,-11,-8,-11,-8,-10,-8,-10,-7,-10,-8,-9,-8,-9,-7,-9,-7,-9,-7,-9,-7,-8,-6,-8,-6,-8,-6,-8,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-11,-22,-42,-20,-43,-15,-44,-12,-45,-9,-45,-7,-45,-5,-45,-4,-44,-3,-43,-2,-43,-2,-45,-2,-45,-3,-44,-3,-42,-3,-43,-2,-43,-2,-41,-3,-40,-4,-38,-3,-37,-4,-37,-5,-35,-5,-34,-6,-34,-8,-34,-7,-34,-7,-33,-8,-31,-5,-15,-10,-28,-11,-29,-11,-29,-11,-28,-11,-27,-12,-27,-13,-25,-13,-23,-13,-23,-13,-23,-14,-22,-15,-21,-15,-20,-15,-20,-15,-20,-15,-19,-14,-19,-14,-18,-13,-16,-13,-16,-12,-16,-12,-16,-13,-17,-14,-16,-12,-16,-11,-15,-11,-13,-10,-13,-3,-4,0,0,0,1,250
198,116,64,7,0,0,0,0,0,0,0,7,1,31,5,30,6,30,9,30,10,29,10,29,11,28,12,27,12,26,12,26,12,26,12,25,12,25,12,26,12,25,12,24,11,24,10,24,10,23,9,22,9,22,9,22,8,21,7,21,6,21,6,21,5,10,2,20,4,20,4,19,3,19,3,19,2,19,2,18,1,18,0,18,0,17,-1,16,-1,17,-1,17,-2,16,-2,15,-3,15,-3,15,-3,15,-2,14,-2,14,-2,13,-3,13,-3,12,-3,12,-2,11,-2,11,-2,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,60,14,61,18,59,21,57,26,55,30,52,31,50,32,48,34,46,34,44,34,44,36,45,35,47,34,46,34,46,35,45,35,43,34,42,33,40,31,39,29,40,29,38,28,37,26,38,24,39,23,39,22,39,21,39,20,19,9,37,18,36,17,36,14,36,13,35,13,36,12,36,10,35,10,35,8,34,4,34,1,34,1,33,2,32,2,31,2,31,1,30,1,27,1,27,2,27,1,26,0,26,1,26,1,24,-1,2,2,0,20,1,20,2,20,3,5,0,0,0,0,1,250
199,30,-32,1,0,15,14,16,14,16,14,16,12,16,11,16,11,16,10,16,9,16,8,15,7,16,7,16,7,16,7,16,6,16,5,16,6,16,5,15,5,15,5,14,5,14,6,14,6,13,5,12,6,11,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,20,20,19,22,17,24,15,24,15,23,14,23,14,24,13,23,12,23,12,24,12,24,12,23,11,23,11,23,13,22,14,21,13,20,13,20,13,20,14,1,9,15,18,14,17,15,17,15,17,15,17,16,16,12,9,34,27,34,24,35,22,34,21,33,21,33,21,33,20,34,18,35,14,36,11,35,10,33,10,31,9,31,10,32,8,34,8,35,7,34,7,31,7,30,9,29,8,28,8,26,8,25,8,22,9,21,12,21,13,21,15,8,5,2,1,-1,-1,-3,-2,-2,-2,5,2,17,8,47,27,48,31,46,36,44,42,41,46,39,48,37,49,35,48,32,46,30,45,27,43,26,42,27,42,28,43,28,44,28,43,27,43,28,42,28,40,30,38,31,37,32,35,31,34,32,33,32,31,33,30,33,28,33,1,250
200,30,-32,1,0,-6,22,-5,21,-4,20,-3,20,-3,20,-3,20,-2,19,-1,19,0,18,0,18,1,18,1,18,2,18,2,17,2,17,2,16,2,16,2,16,2,15,1,15,0,15,0,14,-1,14,-1,14,-1,13,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,7,-6,30,-8,30,-11,29,-13,28,-14,27,-15,26,-15,26,-15,25,-15,24,-16,24,-15,24,-15,24,-15,24,-15,23,-15,23,-14,23,-1,2,22,-12,22,-11,23,-11,23,-10,22,-9,22,-9,22,-8,22,-7,23,-6,23,-6,16,-15,44,-13,43,-11,41,-10,40,-9,39,-9,39,-7,38,-5,37,-3,37,-2,37,-1,36,-1,36,0,36,0,35,1,34,2,33,2,32,2,30,1,30,1,30,-1,30,-2,30,-2,30,-2,30,-3,28,-4,25,-6,24,-9,23,-4,7,-2,2,0,-1,0,-4,0,-2,-1,6,-3,21,-9,60,-14,60,-19,58,-24,55,-27,53,-30,51,-31,50,-33,49,-34,48,-34,46,-34,44,-33,44,-32,44,-32,45,-31,45,-31,45,-30,44,-29,43,-28,42,-27,42,-26,42,-25,42,-23,42,-22,43,-19,42,-17,43,-15,43,-14,1,250
201,119,112,7,0,0,0,0,0,0,0,-9,1,-35,4,-36,3,-36,1,-35,0,-35,-1,-35,-2,-34,-3,-34,-3,-33,-3,-33,-4,-33,-3,-33,-4,-32,-5,-32,-4,-3,2,-3,-31,-2,-30,-2,-30,-2,-29,-3,-28,-2,-27,-1,-26,0,-26,0,-26,1,-25,2,-25,2,-12,1,-24,3,-23,3,-23,3,-22,4,-22,5,-21,5,-20,5,-19,6,-19,7,-18,7,-18,8,-17,7,-16,8,-16,9,-15,8,-15,7,-15,8,-15,9,-14,8,-14,8,-13,7,-12,7,-12,6,-12,7,-12,6,-11,5,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,4,-32,16,-32,15,-32,13,-33,11,-34,10,-34,9,-34,8,-34,6,-33,5,-33,5,-33,4,-33,4,-33,3,-33,3,-33,2,-32,2,-31,2,-30,4,-29,4,-28,3,-26,3,-26,3,-26,3,-26,4,-26,5,-25,6,-24,6,-24,7,-12,3,-22,7,-22,8,-21,9,-21,9,-20,9,-19,9,-17,9,-17,9,-16,10,-16,10,-16,11,-16,11,-15,11,-15,11,-14,12,-13,11,-12,11,-11,11,-11,10,-11,10,-11,10,-11,9,-11,8,-11,7,-10,7,-10,8,-9,7,-9,5,-3,1,0,0,0,1,250
202,119,112,7,0,0,0,0,0,0,0,-9,-1,-33,-1,-32,-3,-32,-6,-32,-7,-31,-8,-31,-8,-31,-8,-30,-8,-29,-9,-29,-10,-29,-9,-28,-9,-28,-9,-27,-10,-27,-9,-26,-8,-24,-8,-24,-8,-24,-7,-24,-6,-24,-5,-23,-4,-23,-4,-23,-4,-23,-3,-22,-2,-11,-1,-22,-2,-22,-1,-21,0,-20,0,-20,1,-19,2,-19,2,-19,2,-18,3,-17,3,-17,3,-16,4,-16,4,-16,5,-16,5,-16,5,-16,6,-15,6,-14,6,-14,5,-14,5,-14,4,-13,4,-13,3,-12,3,-12,3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,1,-30,6,-31,5,-32,2,-32,0,-32,-1,-31,-3,-30,-4,-29,-4,-30,-4,-31,-4,-3,0,-4,-29,-4,-29,-6,-29,-7,-27,-6,-27,-5,-27,-5,-27,-5,-27,-5,-26,-4,-25,-4,-24,-4,-24,-3,-24,-2,-24,-1,-23,-2,-23,-2,-22,0,-11,0,-20,1,-19,1,-18,3,-17,3,-18,4,-18,4,-17,3,-18,3,-18,5,-17,6,-16,5,-15,5,-14,5,-14,6,-13,6,-13,7,-13,7,-13,7,-13,7,-12,7,-12,6,-12,6,-13,6,-12,5,-11,4,-10,3,-9,3,-10,3,-3,0,0,0,0,1,250
203,124,-64,7,0,0,0,0,0,0,0,8,1,34,4,34,6,34,8,33,9,33,10,33,10,32,11,31,11,31,12,31,12,30,13,30,12,30,12,30,12,29,11,28,10,27,10,27,9,26,9,26,9,26,7,25,7,24,6,24,6,25,5,24,5,11,1,22,3,22,3,22,3,21,2,21,1,21,1,21,0,21,-2,20,-2,20,-2,19,-3,18,-4,18,-4,18,-4,17,-4,17,-5,16,-5,16,-5,16,-5,15,-5,14,-5,13,-5,13,-5,13,-4,12,-3,11,-3,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-1,33,-3,34,-1,34,2,34,5,32,7,32,8,32,10,32,10,31,11,30,12,30,12,29,11,28,11,29,12,29,12,29,11,28,11,27,10,27,9,27,9,26,9,26,8,25,7,25,6,24,5,24,5,24,5,24,4,12,1,23,2,23,2,22,1,21,1,22,0,21,0,20,0,20,-1,19,-3,19,-4,18,-4,18,-5,18,-5,18,-6,17,-6,16,-6,15,-5,15,-5,14,-5,14,-5,14,-5,14,-5,14,-5,14,-5,13,-5,12,-4,11,-3,10,-2,2,-1,0,0,0,0,1,250
204,82,32,5,0,20,-5,19,-5,19,-6,18,-6,18,-6,18,-7,17,-7,16,-7,15,-8,14,-8,14,-9,14,-9,14,-9,13,-9,13,-9,13,-9,13,-9,13,-8,12,-8,1,2,-8,12,-7,12,-7,12,-7,11,-6,10,-5,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-2,27,-7,28,-5,28,-3,28,-1,28,0,28,1,27,2,26,2,26,2,26,2,26,2,25,2,25,2,24,2,24,2,23,1,23,1,23,0,23,0,23,0,23,-1,23,-2,22,-3,22,-3,22,-4,22,-5,15,-2,41,-5,40,-6,39,-8,37,-9,37,-10,36,-10,36,-10,35,-9,34,-11,33,-12,32,-14,31,-15,30,-15,28,-16,27,-16,26,-15,26,-15,26,-14,26,-12,26,-1,2,25,-13,25,-14,24,-13,24,-12,24,-9,23,-6,23,-4,23,-3,8,-1,2,-1,-1,0,-4,0,-2,0,5,-2,19,-5,54,-12,54,-9,54,-6,54,-1,54,3,54,7,54,10,54,12,53,14,52,15,51,15,51,14,50,12,49,11,48,10,4,7,10,46,9,45,8,45,7,44,6,43,5,43,4,43,3,43,1,43,0,43,-2,42,1,250
205,30,-32,1,0,12,20,12,19,12,18,12,18,12,17,12,17,12,16,13,15,13,14,13,13,14,12,13,11,13,11,14,10,14,10,14,10,13,10,13,10,12,10,12,10,11,10,11,10,10,10,9,10,7,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,29,11,29,9,30,7,31,7,31,6,30,4,30,3,29,3,27,4,27,4,27,3,28,4,28,4,27,5,26,6,25,6,25,6,24,7,24,7,24,7,24,8,23,9,22,9,21,9,22,10,21,9,14,27,38,27,35,28,32,27,30,27,28,25,27,25,27,27,25,29,24,30,23,30,22,31,21,31,19,30,18,30,18,30,17,30,17,29,16,28,17,27,17,25,18,24,19,23,19,22,19,20,19,18,18,16,17,15,17,5,6,1,1,-1,-1,-3,-3,-2,-2,5,4,16,15,44,43,41,45,37,47,33,50,29,52,26,54,23,55,20,55,18,55,18,55,17,55,17,54,17,53,16,52,15,52,15,51,16,50,17,50,19,48,20,46,21,45,21,44,22,43,23,42,24,40,26,39,28,38,29,38,1,250
206,116,64,7,0,0,0,0,0,0,0,7,3,28,13,27,15,26,16,24,17,24,18,24,18,23,18,23,18,22,18,22,18,21,18,20,18,20,18,21,18,21,18,20,17,19,16,20,15,20,15,19,14,19,14,19,13,19,12,19,11,19,10,19,10,9,4,19,8,19,8,18,8,18,7,18,6,18,6,17,5,17,4,17,3,16,3,16,3,16,2,16,1,16,1,15,1,15,1,14,0,15,0,14,0,13,-1,13,-1,12,0,12,0,1,2,0,11,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,64,6,62,12,59,17,58,19,59,22,56,24,54,26,52,26,52,26,51,26,50,27,49,28,49,30,50,31,47,31,45,31,45,28,44,25,44,23,44,22,43,22,42,2,1,41,19,41,17,41,18,40,17,39,15,40,15,19,7,38,13,39,11,38,10,37,7,36,6,35,5,35,3,35,2,34,2,33,1,33,0,32,0,32,0,31,-1,31,-2,30,-3,30,-3,29,-3,28,-3,26,-2,25,-3,24,-2,23,-2,22,-2,22,-1,21,-1,21,0,19,0,4,0,0,0,1,250
207,116,64,7,0,17,-15,17,-15,16,-15,16,-15,15,-15,14,-16,13,-16,12,-16,11,-16,10,-16,10,-16,10,-16,9,-16,8,-16,7,-16,7,-16,7,-16,7,-16,7,-15,7,-15,7,-15,8,-15,8,-14,8,-13,9,-12,2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-5,26,-16,27,-15,29,-12,29,-10,29,-9,29,-9,29,-8,29,-7,29,-7,29,-7,28,-7,27,-8,26,-8,26,-8,25,-8,25,-9,24,-9,24,-10,24,-10,23,-10,23,-11,22,-12,21,-12,20,-13,19,-13,19,-13,11,-13,32,-36,30,-36,28,-35,25,-36,23,-35,21,-35,20,-34,18,-33,17,-34,16,-35,14,-36,13,-36,12,-36,10,-36,9,-35,9,-34,8,-33,8,-31,8,-30,8,-30,9,-30,9,-31,10,-30,10,-28,11,-25,13,-22,14,-19,16,-18,6,-7,1,-2,-1,0,-3,3,-2,1,3,-6,11,-19,33,-50,36,-48,40,-46,44,-43,47,-40,49,-38,49,-36,49,-35,49,-33,50,-31,50,-29,49,-29,49,-29,48,-28,47,-28,46,-28,45,-28,42,-28,40,-29,39,-30,38,-31,38,-31,38,-32,38,-33,36,-34,33,-35,30,-36,28,-36,1,250
208,116,64,7,0,21,10,21,10,21,9,21,9,20,8,20,7,19,5,19,5,19,5,19,4,20,3,20,3,19,3,19,2,18,1,18,1,18,1,17,1,17,1,17,1,16,2,15,3,14,2,14,3,13,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,27,16,26,18,24,19,23,20,22,21,21,21,20,21,19,21,19,21,18,21,18,21,18,21,18,20,18,20,19,20,19,19,18,17,18,16,19,16,19,15,20,15,20,14,20,14,20,13,21,12,21,11,15,5,44,15,43,13,43,11,43,9,44,7,43,6,42,4,41,2,41,1,41,1,42,1,42,0,41,0,39,-2,37,-3,36,-3,35,-2,36,-1,36,0,35,0,33,0,31,0,30,2,29,3,28,5,27,7,26,8,26,8,9,2,2,1,-1,0,-4,-1,-2,-1,6,0,21,2,58,9,57,12,56,16,56,20,54,24,53,27,52,30,51,30,50,31,50,31,49,30,47,31,45,32,44,33,44,33,43,31,43,30,43,28,43,25,43,23,43,21,43,19,45,18,45,17,44,17,43,16,43,14,42,13,1,250
